title,description,source,published_at,url
Binance and Kraken Reportedly Fend Off Social Engineering Hack,"Binance and Kraken were reportedly targeted in a social engineering cyberattack. As Bloomberg News reported Friday (May 16), the hacking attempts were similar to the one revealed last week by fellow cryptocurrency exchange Coinbase. Sources told Bloomberg bot…",pymnts.com,2025-05-18T20:16:56Z,https://www.pymnts.com/cryptocurrency/2025/binance-and-kraken-reportedly-fend-off-social-engineering-hack/
"Bitcoin Skyrockets Past $105,000 Mark, Triggers $250 Billion Crypto Market Rally","Bitcoin (CRYPTO: BTC) has surged beyond the $105,000 mark, setting off a $250 billion rally in the wider cryptocurrency market.
On Sunday, Bitcoin’s climb to $105,424.45 has pushed its market value over $2.05 trillion and significantly lifted altcoin prices. …",Biztoc.com,2025-05-18T20:14:40Z,https://biztoc.com/x/4ae51ece5fcd7b83
"$22,000,000,000,000 Market Cap in Store for Bitcoin (BTC) and Crypto, According to Billionaire Mike Novogratz","Galaxy Digital chief executive Mike Novogratz believes the market cap of Bitcoin (BTC) and crypto will eventually catch up to the valuation of one soaring asset. In a new CNBC interview, the billionaire says that crypto’s correction earlier this year is large…",The Daily Hodl,2025-05-18T20:00:56Z,https://dailyhodl.com/2025/05/18/22000000000000-market-cap-in-store-for-bitcoin-btc-and-crypto-according-to-billionaire-mike-novogratz/
"Robert Kiyosaki Predicts Bitcoin To Reach $250,000: 'Buy More. Do Not Sell.'","Robert Kiyosaki predicts a significant surge in Bitcoin‘s (CRYPTO: BTC) value, attributing it to a potential collapse of the central bank system.
What Happened: In a post on X on Saturday, Kiyosaki, the author of the best-selling book “Rich Dad Poor Dad,” exp…",Biztoc.com,2025-05-18T19:29:59Z,https://biztoc.com/x/ceb1491fbbcd12b3
"Bitcoin transaction fees hit 2025 highs as BTC price challenges recent $106,000 top","The average transaction fee on Bitcoin has ticked up by about $1 since the start of May, according to The Block's data.",Biztoc.com,2025-05-18T19:07:31Z,https://biztoc.com/x/0128ffaacfd4fc0d
"Crypto market’s weekly winners and losers – XCN, WIF, PI, OP",Here’s how your favorite assets landed after this week’s rocket ride.,Ambcrypto.com,2025-05-18T19:00:24Z,https://ambcrypto.com/crypto-market-weekly-review-18-may/
Ark Invest’s Cathie Wood Predicts Bitcoin To Hit $1.5 Million By 2030 — Here’s Why,"Cathie Wood, the CEO of asset management firm Ark Invest, has backed Bitcoin (BTC) to achieve a $1.5 million price point by 2030. The American investor and cryptocurrency advocate has based this projection on multiple factors, including rising institutional i…",Bitcoinist,2025-05-18T19:00:02Z,https://bitcoinist.com/cathie-wood-predict-bitcoin-hit-1-5-million-2030/
"Bitcoin Boom Likely as Bond Yields Surge – Yes, You Read That Correctly","Elevated Treasury yields are driven by factors that are bullish for bitcoin. What to know: Hardening government bond yields, especially on U.S. treasury notes, have traditionally been viewed as a headwind for bitcoin (BTC) and other risk assets. However, rece…",Activistpost.com,2025-05-18T19:00:00Z,https://www.activistpost.com/bitcoin-boom-likely-as-bond-yields-surge-yes-you-read-that-correctly/
Mastermind Behind SEC SIM Swapping Scheme Sentenced to 14 Months in Prison for Manipulating Bitcoin Price,"The man who hacked an X account associated with the U.S. Securities and Exchange Commission (SEC) last year has been sentenced to 14 months behind bars for manipulating the value of Bitcoin (BTC). In a new press release, the United States Attorney’s Office fo…",The Daily Hodl,2025-05-18T18:45:35Z,https://dailyhodl.com/2025/05/18/mastermind-behind-sec-sim-swapping-scheme-sentenced-to-14-months-in-prison-for-manipulating-bitcoin-price/
Bitcoin Nears Golden Cross Weeks After 'Trapping Bears' as U.S. Debt Concerns Mount,"Bitcoin's BTC price chart is echoing a bullish pattern that foreshadowed the late 2024 price surge from $70,000 to $100,000 amid mounting concerns over the sustainability of the U.S. debt.
The leading cryptocurrency by market value appears on track to confirm…",Biztoc.com,2025-05-18T17:49:59Z,https://biztoc.com/x/94bcf94fc1d21cec
Rich Dad Poor Dad author shared many predictions but only one has come true,"Robert Kiyosaki, the bestselling author of Rich Dad Poor Dad, has never shied away from bold calls, especially when it comes to Bitcoin.
For years, he’s warned about what he calls a “broken” and “dishonest” financial system and pointed to assets like gold, si…",Biztoc.com,2025-05-18T17:38:38Z,https://biztoc.com/x/d9a44845576386c8
"Bitcoin Whale Outflows: Over 17,000 BTC Exit Exchanges in 7 Days","Crypto whales are on course to a full recovery, driving market sentiments to new highs not recorded since January.",ZyCrypto,2025-05-18T17:32:23Z,https://zycrypto.com/bitcoin-whale-outflows-over-17000-btc-exit-exchanges-in-7-days/
"Bitcoin Bulls Face Make-Or-Break Moment At $106,500 Resistance – Details","Popular digital asset analyst with X handle Crypto Patel has stated that Bitcoin is currently retesting a crucial price resistance at the $106,500 price region. Based on the asset’s performance at this level, BTC investors could expect a bullish price continu…",newsBTC,2025-05-18T17:30:05Z,http://www.newsbtc.com/news/bitcoin/bitcoin-bulls-face-make-or-break-moment-at-106500-resistance-details/
"Ripple’s XRP Poised to See Billions in Inflows as XRP, Solana Top 72 ETF Pile on SEC Desk","72 ETF filings are stacked on the SEC’s desk, signaling a rise in investor appetite. XRP and Solana dominate the pile, but meme coins like DOGE and TRUMP are elbowing their way in.",ZyCrypto,2025-05-18T17:24:07Z,https://zycrypto.com/ripples-xrp-poised-to-see-billions-in-inflows-as-xrp-solana-top-72-etf-pile-on-sec-desk/
US Bitcoin ETFs Record 5th-Straight Week Of Positive Inflows — But Demand Might Be Waning,"The US-based Bitcoin ETFs (exchange-traded funds) continued their red-hot streak of positive inflows in the past week. These crypto-based financial products posted over $600 million in net capital influx over the last five trading days, reflecting a sustained…",Bitcoinist,2025-05-18T17:00:26Z,https://bitcoinist.com/us-bitcoin-etfs-record-5th-week-of-positive-inflows/
Bitcoin Nears Golden Cross Weeks After 'Trapping Bears' as U.S. Debt Concerns Mount,"BTC nears golden cross, as Moody's downgrade validates bond markets' concerns about the sustainability of the U.S. fiscal debt.",CoinDesk,2025-05-18T16:58:38Z,https://www.coindesk.com/markets/2025/05/18/bitcoin-nears-bullish-golden-cross-following-failed-death-cross-echoing-2024-pattern
Bitcoin Price Suddenly Soars As Congress Predicted To ‘Make History’,"JPMorgan analysts flipped from gold to bitcoin, predicting the bitcoin price will outperform gold over the rest of 2025...",Forbes,2025-05-18T16:56:25Z,https://www.forbes.com/sites/digital-assets/2025/05/18/jpmorgan-just-flipped-on-bitcoin-issues-huge-new-2025-price-prediction/
Moonshot: A Short Story [Part 4] – If Your Water Were To Become Sunken,"Cryptocurrency is Deek's last chance to succeed in life, and he will not stop, no matter what.
The post Moonshot: A Short Story [Part 4] – If Your Water Were To Become Sunken appeared first on MuslimMatters.org.",Muslimmatters.org,2025-05-18T16:31:50Z,https://muslimmatters.org/2025/05/18/moonshot-part-4-if-your-water-were-to-become-sunken/
"Bitcoin Must Close Above $107,000 To Confirm Breakout Or Risk Dropping To $98K","After a powerful rally earlier this month, Bitcoin’s price action has stalled just above $103,000 and has been caught in a tight consolidation range for over the past week. The daily chart shows consistent resistance just above $107,000, with the latest candl…",newsBTC,2025-05-18T16:00:37Z,http://www.newsbtc.com/news/bitcoin/bitcoin-must-close-above-107000-to-confirm-breakout-or-risk-dropping-to-98k/
"Bitcoin Jumps Above $105K for First Time Since January as XRP, Dogecoin Rise","Bitcoin is now just 3% away from its all-time high mark following the latest leg up, while Dogecoin, XRP, and Ethereum gain.",Decrypt,2025-05-18T15:55:58Z,https://decrypt.co/320759/bitcoin-above-105k-xrp-dogecoin-rise
"US Fed buying bonds secretly? Here’s how it will impact investors, Gold and Bitcoin","The U.S. Federal Reserve’s quiet return to large-scale bond buying may not come with press briefings or policy papers, but markets are already reacting.",The Times of India,2025-05-18T15:31:23Z,https://economictimes.indiatimes.com/news/international/us/us-fed-buying-bonds-secretly-heres-how-it-will-impact-investors-gold-and-bitcoin/articleshow/121251784.cms
"Bitcoin Hitting $250,000 In 2025 Is ‘Totally Possible’, According To Popular Crypto Pundit","“$250K this year, totally possible,” Melker posited, noting that Bitcoin’s volatility has dropped drastically in recent years.",ZyCrypto,2025-05-18T15:26:03Z,https://zycrypto.com/bitcoin-hitting-250000-in-2025-is-totally-possible-according-to-popular-crypto-pundit/
"The market just gave investors a gift. Here's how not to blow it, according to investing experts","With the market recovering all its recent losses, investors over-concentrated in U.S. stocks have a big decision to make about going international.",CNBC,2025-05-18T15:19:38Z,https://www.cnbc.com/2025/05/18/market-rebound-stocks-investing-diversification.html
Equities rip higher as Bitcoin gets left behind – A new market reality to watch!,"Bitcoin retail holders are offloading aggressively. Meanwhile, smart money is doubling down.
- Can these heavy hitters absorb the macro turbulence and ignite the next leg?
The U.S. dollar index [DXY] just took a nosedive, dropping a hefty 11%, and it’s lighti…",Biztoc.com,2025-05-18T15:03:05Z,https://biztoc.com/x/daedb1c90de06530
Why a Fund Manger Left BlackRock to Trade Bitcoin and Pudgy Penguins NFTs,Bitwise's Jennifer Thornton swapped a career trading super-safe assets like government bonds at BlackRock for one buying and selling crypto and NFTs.,Decrypt,2025-05-18T15:01:02Z,https://decrypt.co/318870/why-fund-manager-left-blackrock-trade-bitcoin-nfts
"POPEcoin Raises $1.5 Million in Ten Days with No VCs, No Taxes, and No Apologies",A grassroots token project with zero institutional backing is rewriting what early-stage momentum looks like A grassroots token project with zero institutional backing is rewriting what early-stage momentum looks like,GlobeNewswire,2025-05-18T14:43:00Z,https://www.globenewswire.com/news-release/2025/05/18/3083632/0/en/POPEcoin-Raises-1-5-Million-in-Ten-Days-with-No-VCs-No-Taxes-and-No-Apologies.html
"On-Chain Data Tips Bitcoin To Peak At $120,000 – But On This Condition","Bitcoin prices have registered impressive gains in recent weeks amidst an ongoing price rebound. Since dipping below the $75,000 mark in mid-April, the asset’s price has jumped by over 37.5% to trade as high as $105,490.  While the BTC market appears to be co…",newsBTC,2025-05-18T14:30:46Z,http://www.newsbtc.com/news/bitcoin/on-chain-data-tips-bitcoin-to-peak-at-120000-but-on-this-condition/
Dogecoin Traders Are Going Long: Is A $0.5 DOGE Price Jump On The Horizon?,"Dogecoin (DOGE) bulls are bracing for new highs after on-chain metrics flash green. This comes after consecutive weeks of sideways trading despite attempted bullish resistance. On the broader scale, meme coin sentiments have skyrocketed, leading to an over $1…",ZyCrypto,2025-05-18T14:15:34Z,https://zycrypto.com/dogecoin-traders-are-going-long-is-a-0-5-doge-price-jump-on-the-horizon/
Ripple’s XRP & Ether Lead Altcoin Traders’ Drive Following De-escalating US Macro Tensions,"Altcoins are swinging uphill alongside Bitcoin (BTC) and traditional assets as traders test new levels not seen in months. Ethereum (ETH) and XRP remain market leaders in terms of market cap and hourly growth data. In the last 24 hours, the ETH price spiked 3…",ZyCrypto,2025-05-18T14:09:43Z,https://zycrypto.com/ripples-xrp-ether-lead-altcoin-traders-drive-following-de-escalating-us-macro-tensions/
"Bitcoin Price Could Reach $159,000 This Cycle — Crypto Analyst Reveals How","The Bitcoin price struggled to keep up its 2024 momentum in the first quarter of 2025, crumbling under the macroeconomic uncertainty in the United States. While the crypto market looked set to continue its woes in early April, prices are looking to reclaim th…",Bitcoinist,2025-05-18T14:00:49Z,https://bitcoinist.com/bitcoin-price-could-reach-159000-this-cycle-crypto/
Equities rip higher as Bitcoin gets left behind – A new market reality to watch!,The clash between retail capitulation and institutional accumulation is heating up!,Ambcrypto.com,2025-05-18T14:00:29Z,https://ambcrypto.com/equities-rip-higher-as-bitcoin-gets-left-behind-a-new-market-reality-to-watch/
Best Altcoins to Buy Now as Contracting Supply Set to Push Bitcoin past $200K by the End of 2025,"Bitcoin can soon cross the $200K mark due to rapidly contracting supply. Matt Hougan, the chief investment officer of Bitwise, said that the king cryptocurrency can hit the milestone by the end of 2025, considering demand and supply. Hougan’s rationale is tha…",newsBTC,2025-05-18T13:59:17Z,http://www.newsbtc.com/news/best-altcoins-to-buy-now-as-contracting-supply-set-to-push-bitcoin-past-200k-by-the-end-of-2025/
Move Over Cardano: 3 Explosive New Crypto Picks,"Cardano is back in the headlines with fresh price predictions suggesting it could hit $10 by 2031. Ethereum is surging, Bitcoin is aiming for the $120K mark, and suddenly crypto is alive again. Market watchers are calling for an altcoin season revival, and ea…",Bitcoinist,2025-05-18T13:46:38Z,https://bitcoinist.com/move-over-cardano-3-explosive-new-crypto-picks/
"Arthur Breitman is betting on tokenized uranium, and it could be Tezos’ big comeback","Welcome to Slate Sundays, CryptoSlate’s new weekly feature showcasing in-depth interviews, expert analysis, and thought-provoking op-eds that go beyond the headlines to explore the ideas and voices shaping the future of crypto. The last time I interviewed Tez…",CryptoSlate,2025-05-18T13:06:02Z,https://cryptoslate.com/arthur-breitman-is-betting-on-tokenized-uranium-and-it-could-be-tezos-big-comeback/
Bitcoin Price Could Be Preparing For Fresh Wave Of Volatility — Here’s Why,"The Bitcoin price action over the weekend has been quite sluggish, reflecting the indecision and fatigue seemingly hovering over the cryptocurrency market at the moment. After a dour performance during the week, the premier cryptocurrency has continued to tra…",newsBTC,2025-05-18T13:00:49Z,http://www.newsbtc.com/news/bitcoin/bitcoin-price-could-be-preparing-for-fresh-wave-of-volatility/
Bitcoin Eyes $120K as BTC Bull Token Presale Heats Up,"Bitcoin is back in beast mode. After months of chop and doubt, $BTC has flipped the narrative with a powerful V-shaped recovery that has it trading above $103K. Market sentiment has turned sharply bullish, and it’s not just crypto-native voices shouting ‘to t…",Bitcoinist,2025-05-18T12:19:24Z,https://bitcoinist.com/bitcoin-eyes-120k-as-btc-bull-token-presale-heats-up/
"Bitcoin traders are back in profit, but are they ignoring THESE warning signs?","Bitcoin traders are back in profit, but falling on-chain activity raises sustainability concerns.",Ambcrypto.com,2025-05-18T12:00:46Z,https://ambcrypto.com/bitcoin-traders-are-back-in-profit-but-are-they-ignoring-these-warning-signs/
Improving Investor Behavior: Meeting Mr. Market,"Earlier this month, I read an article in which the author interviewed a golf trophy. Giving life to an inanimate object to gather its wisdom and experience was an interesting, albeit foreign, idea. But it got me thinking: What would it look like to have a con…",The Denver Post,2025-05-18T12:00:41Z,https://www.denverpost.com/2025/05/18/improving-investor-behavior-meeting-mr-market-wall-street/
Bitcoin Shows Relative Weakness Against Stocks – Pause Or Warning Sign?,"After a quiet weekend of low volatility, Bitcoin is preparing for a decisive move. Price action has consolidated into a tight range between $100,000 and $105,000—historically a setup that precedes massive breakouts or sharp corrections. Bulls remain in contro…",Bitcoinist,2025-05-18T12:00:00Z,https://bitcoinist.com/bitcoin-shows-relative-weakness-against-stocks-pause-or-warning-sign/
SECURITY AFFAIRS MALWARE NEWSLETTER ROUND 45,Security Affairs Malware newsletter includes a collection of the best articles and research on malware in the international landscape PupkinStealer : A .NET-Based Info-Stealer  Interlock ransomware evolving under the radar  Technical Analysis of TransferLoade…,Securityaffairs.com,2025-05-18T11:54:10Z,https://securityaffairs.com/178024/malware/security-affairs-malware-newsletter-round-45-2.html
Security Affairs newsletter Round 524 by Pierluigi Paganini – INTERNATIONAL EDITION,"A new round of the weekly SecurityAffairs newsletter arrived! Every week the best security articles from Security Affairs are free in your email box. Enjoy a new round of the weekly SecurityAffairs newsletter, including the international press. US Government …",Securityaffairs.com,2025-05-18T11:36:45Z,https://securityaffairs.com/178018/breaking-news/security-affairs-newsletter-round-524-by-pierluigi-paganini-international-edition.html
XRP 100x Gains Coming? The Future Is Closer Than You Think—Analyst,"A wave of excitement hit the XRP space this week after commentator Chad Steingraber suggested the token could climb 100‑fold from its current level. According to his tweet, five XRP cost one back in December 2020. Now you’d pay about 12 for the same slice of …",newsBTC,2025-05-18T11:30:46Z,http://www.newsbtc.com/altcoin/xrp-100x-gains-coming-the-future-is-closer-than-you-think-analyst/
BTC price to $116K next? Bitcoin trader sees 'early week' all-time high,"Key points:<ul><li>Bitcoin is convincing traders that an upside breakout is around the corner, with all-time highs in sight.
</li><li>One target demands $116,000 next week, moving BTC/USD firmly out of its narrow range.
</li><li>A quick dip before continuin…",Cointelegraph,2025-05-18T11:30:00Z,https://cointelegraph.com/news/bitcoin-due-116k-next-trader-early-week-all-time-highs
Myth or reality? MiCA and its real impact on the market debunking common misconceptions,"The following article is a guest post and opinion of Mike Romanenko, CVO & Co-founder of Kyrrex. The Markets in Crypto Assets Regulation (MiCA) seeks to protect investors and make the rules clear for European crypto companies. However, according to Mike Roman…",CryptoSlate,2025-05-18T11:00:26Z,https://cryptoslate.com/myth-or-reality-mica-and-its-real-impact-on-the-market-debunking-common-misconceptions/
What Is A Cryptocurrency ETF? A Guide For Crypto Investors Looking To Diversify,Crypto ETFs explained: A simpler way to invest in cryptocurrency. Discover the benefits and risks for investors aiming to diversify their portfolio.,Forbes,2025-05-18T11:00:00Z,https://www.forbes.com/sites/digital-assets/article/what-is-cryptocurrency-etf/
Ahead of Market: 10 things that will decide stock market action on Monday,"Indian markets ended lower on Friday due to profit booking in financial and IT stocks. Despite the dip, midcaps, smallcaps, and rate-sensitive sectors stayed strong. Optimism remains on easing global tensions and rate cut hopes. US and European markets extend…",The Times of India,2025-05-18T10:55:14Z,https://economictimes.indiatimes.com/markets/stocks/news/ahead-of-market-10-things-that-will-decide-stock-market-action-on-monday/articleshow/121248641.cms
"Ethereum Price Struggles To Hold Above $2,500 — Watch Out For This Support Level","The Ethereum price performance in the month of May has been nothing short of outstanding, surging by more than 35% in the past two weeks. After making a strong run toward the $2,700 mark on Tuesday, May 13, the altcoin’s price has struggled to build on its mo…",newsBTC,2025-05-18T10:00:16Z,http://www.newsbtc.com/news/ethereum-price-struggles-to-hold-above-2500/
"This 1 Catalyst Could Send Bitcoin Skyrocketing Higher, According to Silicon Valley Billionaire Tim Draper",,Yahoo Entertainment,2025-05-18T10:00:00Z,https://consent.yahoo.com/v2/collectConsent?sessionId=1_cc-session_17f220d7-b241-4b31-b34a-a52e23197946
‘Bitcoin Standard’ author backs funding dev to make spamming Bitcoin costly,"Economist and author of The Bitcoin Standard, Saifedean Ammous, has weighed in on the ongoing debate over spam inscriptions on the Bitcoin network, suggesting he would “throw in a few sats” to fund a full-time developer focused on making Bitcoin spamming more…",Cointelegraph,2025-05-18T09:40:57Z,https://cointelegraph.com/news/saifedean-ammous-funds-dev-to-fight-bitcoin-spam
Bitcoin STH Unrealized Profits Reach 21% – Is There Room To Grow?,"Bitcoin is trading in a narrow range between $100,000 and $105,000, sparking growing impatience among investors eager for the next major move. After weeks of bullish momentum and a sharp climb from April lows, the market has entered a phase of quiet consolida…",Bitcoinist,2025-05-18T09:00:15Z,https://bitcoinist.com/bitcoin-sth-unrealized-profits-reach-21-is-there-room-to-grow/
"Experts found rogue devices, including hidden cellular radios, in Chinese-made power inverters used worldwide",Chinese “kill switches” found in Chinese-made power inverters in US solar farm equipment that could let Beijing remotely disable power grids in a conflict. Investigators found “kill switches” in Chinese-made power inverters in US solar farm equipment. These h…,Securityaffairs.com,2025-05-18T08:52:26Z,https://securityaffairs.com/178005/hacking/rogue-devices-in-chinese-made-power-inverters-used-worldwide.html
Bitcoin Solaris Unveils Hybrid Consensus Architecture Ahead of Nova App Mining Launch,"TALLINN, Estonia, May 18, 2025 (GLOBE NEWSWIRE) -- Bitcoin Solaris is officially unveiling its advanced hybrid consensus architecture, purpose-built to support fast, decentralized applications with user-integrated mining and sub-2-second finality. This system…",GlobeNewswire,2025-05-18T08:41:00Z,https://www.globenewswire.com/news-release/2025/05/18/3083532/0/en/Bitcoin-Solaris-Unveils-Hybrid-Consensus-Architecture-Ahead-of-Nova-App-Mining-Launch.html
Retired artist loses $2M in crypto to Coinbase impersonator,"Retired artist Ed Suman lost over $2 million in cryptocurrency earlier this year after falling victim to a scam involving someone posing as a Coinbase support representative.Suman, 67, spent nearly two decades as a fabricator in the art world, helping build h…",Cointelegraph,2025-05-18T08:13:34Z,https://cointelegraph.com/news/retired-artist-loses-2m-in-crypto-to-coinbase-impersonator
